EventId,Date,Time,Actual,Forecast,Previous
USD::retail sales::m/m,2007-07-01,17:00,-0.70%,,1.30%
USD::all car sales::none,2007-07-01,17:00,7.52M,,7.85M
USD::all truck sales::none,2007-07-01,17:00,8.30M,,8.44M
USD::average weekly hours::none,2007-07-01,17:00,34.60,,34.60
USD::cb employment trends index::none,2007-07-01,17:00,127.60,,127.50
"USD::cpi index, n.s.a.::none",2007-07-01,17:00,208.35,,207.95
USD::capacity utilization rate::none,2007-07-01,17:00,80.60%,,80.70%
USD::chain store sales::m/m,2007-07-01,17:00,2.40%,,2.50%
USD::chain store sales::w/w,2007-07-01,17:00,0.05%,,-0.34%
USD::chain store sales::y/y,2007-07-01,17:00,2.06%,,2.30%
USD::challenger job cuts::none,2007-07-01,17:00,55.73K,,71.12K
USD::chicago fed national activity::none,2007-07-01,17:00,-0.26,,0.00
USD::cleveland cpi::m/m,2007-07-01,17:00,0.30%,,0.20%
USD::core cpi index::none,2007-07-01,17:00,210.39,,210.06
USD::dallas fed mfg business index::none,2007-07-01,17:00,9.20,,12.00
USD::dallas fed pce::none,2007-07-01,17:00,2.50%,,1.60%
USD::dallas fed services revenues::none,2007-07-01,17:00,18.60,,36.30
USD::domestic truck sales::none,2007-07-01,17:00,6.90M,,7.09M
USD::durables excluding defense::m/m,2007-07-01,17:00,2.10%,,-3.10%
USD::eia weekly distillates stocks::none,2007-07-01,17:00,-0.07M,,0.97M
USD::factory orders ex transportation::m/m,2007-07-01,17:00,-0.60%,,0.80%
USD::gasoline inventories::none,2007-07-01,17:00,0.86M,,1.67M
USD::government payrolls::none,2007-07-01,17:00,14.00K,,18.00K
USD::house price index::none,2007-07-01,17:00,225.10,,225.90
USD::house price index::m/m,2007-07-01,17:00,-0.40%,,-0.50%
USD::house price index::y/y,2007-07-01,17:00,0.80%,,1.10%
USD::ism manufacturing new orders index::none,2007-07-01,17:00,57.70,,58.60
USD::ism non - manufacturing business activity::none,2007-07-01,17:00,60.10,,58.10
USD::ism non - manufacturing new orders::none,2007-07-01,17:00,57.20,,57.10
USD::ism - new york index::none,2007-07-01,17:00,434.40,,431.90
USD::jobless claims 4 - week avg.::none,2007-07-01,17:00,313.69K,,305.83K
USD::kc fed composite index::none,2007-07-01,17:00,5.00,,9.00
USD::kc fed manufacturing index::none,2007-07-01,17:00,-5.00,,14.00
USD::mba 30 - year mortgage rate::none,2007-07-01,17:00,6.57%,,6.23%
USD::mba purchase index::none,2007-07-01,17:00,444.89,,433.68
USD::manufacturing payrolls::none,2007-07-01,17:00,-18.00K,,-16.00K
USD::manufacturing production::m/m,2007-07-01,17:00,0.30%,,-0.10%
USD::michigan current conditions::none,2007-07-01,17:00,101.90,,103.80
USD::midwest manufacturing::none,2007-07-01,17:00,100.80,,100.80
USD::mortgage market index::none,2007-07-01,17:00,636.49,,661.50
USD::mortgage refinance index::none,2007-07-01,17:00,"1,762.34",,"2,009.27"
USD::nahb housing market index::none,2007-07-01,17:00,28.00,,30.00
USD::nfib small business optimism::none,2007-07-01,17:00,96.00,,97.20
USD::natural gas storage::none,2007-07-01,17:00,90.48B,,102.35B
USD::overall net capital flow::none,2007-07-01,17:00,34.50B,,101.40B
USD::pending home sales index::none,2007-07-01,17:00,100.10,,98.80
USD::personal income::m/m,2007-07-01,17:00,0.10%,,0.20%
USD::philly fed business conditions::none,2007-07-01,17:00,11.10,,22.70
USD::philly fed capex index::none,2007-07-01,17:00,18.20,,12.20
USD::philly fed new orders::none,2007-07-01,17:00,14.90,,8.20
USD::philly fed prices paid::none,2007-07-01,17:00,22.30,,27.50
USD::real earnings::m/m,2007-07-01,17:00,0.30%,,0.20%
USD::real personal consumption::m/m,2007-07-01,17:00,-0.10%,,0.10%
USD::redbook::m/m,2007-07-01,17:00,-0.82%,,1.17%
USD::redbook::y/y,2007-07-01,17:00,1.59%,,1.87%
USD::retail sales ex gas/autos::m/m,2007-07-01,17:00,0.00%,,0.80%
USD::richmond manufacturing index::none,2007-07-01,17:00,-1.00,,-10.00
USD::richmond manufacturing shipments::none,2007-07-01,17:00,2.00,,-9.00
USD::richmond services index::none,2007-07-01,17:00,16.00,,5.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-07-01,17:00,-1.10%,,-0.90%
USD::tic net long - term transactions including swaps::none,2007-07-01,17:00,88.40B,,116.10B
USD::texas services sector outlook::none,2007-07-01,17:00,5.20,,10.90
"USD::us foreign buying, t - bonds::none",2007-07-01,17:00,24.30B,,22.70B
USD::wholesale inventories::m/m,2007-07-01,17:00,0.30%,,0.40%
USD::5 - year note auction::none,2007-07-01,17:00,4.88%,,4.75%
USD::business inventories::m/m,2007-07-01,17:00,0.50%,,0.70%
USD::construction spending::m/m,2007-07-01,17:00,-0.10%,,0.80%
USD::consumer credit::none,2007-07-01,17:00,10.67B,,16.64B
USD::continuing jobless claims::none,2007-07-01,17:00,"2,487.71K",,"2,449.30K"
USD::existing home sales::m/m,2007-07-01,17:00,-2.80%,,-0.40%
USD::export price index::m/m,2007-07-01,17:00,0.40%,,0.30%
USD::factory orders::m/m,2007-07-01,17:00,0.80%,,-0.60%
USD::federal budget balance::none,2007-07-01,17:00,27.50B,,-67.70B
USD::housing starts::none,2007-07-01,17:00,1.45M,,1.42M
USD::housing starts::m/m,2007-07-01,17:00,2.30%,,-5.00%
USD::ism manufacturing employment::none,2007-07-01,17:00,51.90,,52.20
USD::ism non - manufacturing employment::none,2007-07-01,17:00,53.30,,52.20
USD::import price index::m/m,2007-07-01,17:00,1.20%,,0.90%
USD::industrial production::m/m,2007-07-01,17:00,0.00%,,0.00%
USD::michigan 1 - year inflation expectations::none,2007-07-01,17:00,3.40%,,3.30%
USD::michigan 5 - year inflation expectations::none,2007-07-01,17:00,2.90%,,3.10%
USD::michigan consumer expectations::none,2007-07-01,17:00,73.00,,77.60
USD::michigan consumer sentiment::none,2007-07-01,17:00,85.30,,88.70
USD::ny empire state manufacturing index::none,2007-07-01,17:00,24.34,,9.94
USD::new home sales::m/m,2007-07-01,17:00,-5.80%,,-5.10%
USD::pending home sales::m/m,2007-07-01,17:00,1.30%,,-2.10%
USD::personal spending::m/m,2007-07-01,17:00,0.10%,,0.40%
USD::philly fed employment::none,2007-07-01,17:00,4.40,,9.90
USD::private nonfarm payrolls::none,2007-07-01,17:00,57.00K,,127.00K
USD::retail control::m/m,2007-07-01,17:00,0.10%,,0.60%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-07-01,17:00,-0.30%,,-0.20%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-07-01,17:00,-3.40%,,-2.80%
USD::tic net long - term transactions::none,2007-07-01,17:00,108.60B,,135.80B
USD::trade balance::none,2007-07-01,17:00,-59.50B,,-59.30B
USD::fed's balance sheet::none,2007-07-05,04:30,876.61B,,865.11B
USD::nonfarm payrolls::none,2007-07-06,20:30,69K,,157K
USD::u.s. baker hughes oil rig count::none,2007-07-07,01:00,274,,281
USD::cftc crude oil speculative net positions::none,2007-07-07,04:30,97.4k,,67.2k
USD::fed's balance sheet::none,2007-07-12,04:30,869.41B,,876.61B
USD::u.s. baker hughes oil rig count::none,2007-07-14,01:00,284,,274
USD::cftc crude oil speculative net positions::none,2007-07-14,04:30,113.3k,,97.4k
ILS::cpi::y/y,2007-07-15,23:00,-0.7%,,-1.3%
USD::cpi::m/m,2007-07-18,20:30,0.2%,,0.4%
USD::cpi::y/y,2007-07-18,20:30,2.7%,,2.7%
USD::core cpi::m/m,2007-07-18,20:30,0.2%,,0.1%
USD::core cpi::y/y,2007-07-18,20:30,2.2%,,2.2%
USD::fed's balance sheet::none,2007-07-19,04:30,872.92B,,869.41B
USD::us leading index::m/m,2007-07-19,23:00,-0.3%,0%,0.2%
CNY::pboc interest rate::none,2007-07-20,18:00,6.84%,,6.57%
USD::u.s. baker hughes oil rig count::none,2007-07-21,01:00,287,,284
USD::cftc crude oil speculative net positions::none,2007-07-21,04:30,111.5k,,113.3k
USD::fed's balance sheet::none,2007-07-26,04:30,863.89B,,872.92B
EUR::german ifo business climate index::none,2007-07-26,17:00,106.4,106.5,107
USD::u.s. baker hughes oil rig count::none,2007-07-28,01:00,296,,287
USD::cftc crude oil speculative net positions::none,2007-07-28,04:30,110.9k,,111.5k
CAD::boc interest rate decision::none,2007-08-01,17:00,4.50%,,4.25%
CAD::budget balance::none,2007-08-01,17:00,1.14B,,2.82B
CAD::budget balance::y/y,2007-08-01,17:00,6.75B,,5.60B
CAD::cpi::y/y,2007-08-01,17:00,2.20%,,2.20%
CAD::exports::none,2007-08-01,17:00,37.96B,,38.52B
CAD::foreign securities purchases by canadians::none,2007-08-01,17:00,3.63B,,5.18B
CAD::full employment change::none,2007-08-01,17:00,2.50K,,103.60K
CAD::ippi::m/m,2007-08-01,17:00,-0.60%,,-1.10%
CAD::ippi::y/y,2007-08-01,17:00,-0.20%,,2.10%
CAD::imports::none,2007-08-01,17:00,35.40B,,34.75B
CAD::ivey pmi n.s.a::none,2007-08-01,17:00,54.60,,67.40
CAD::manufacturing sales::m/m,2007-08-01,17:00,-0.10%,,-1.60%
CAD::part time employment change::none,2007-08-01,17:00,40.20K,,-46.20K
CAD::participation rate::none,2007-08-01,17:00,67.50%,,67.50%
CAD::rmpi::y/y,2007-08-01,17:00,2.50%,,4.30%
CAD::building permits::m/m,2007-08-01,17:00,-11.00%,,-2.20%
CAD::cpi::m/m,2007-08-01,17:00,0.10%,,-0.20%
CAD::core cpi::m/m,2007-08-01,17:00,0.10%,,0.00%
CAD::core cpi::y/y,2007-08-01,17:00,2.30%,,2.50%
CAD::core retail sales::m/m,2007-08-01,17:00,0.10%,,-0.50%
CAD::employment change::none,2007-08-01,17:00,42.70K,,57.30K
CAD::foreign securities purchases::none,2007-08-01,17:00,-0.65B,,-1.50B
CAD::gdp::m/m,2007-08-01,17:00,0.00%,,0.30%
CAD::housing starts::none,2007-08-01,17:00,222.90K,,229.40K
CAD::new housing price index::m/m,2007-08-01,17:00,1.00%,,0.60%
CAD::rmpi::m/m,2007-08-01,17:00,3.60%,,0.30%
CAD::retail sales::m/m,2007-08-01,17:00,0.00%,,-1.00%
CAD::trade balance::none,2007-08-01,17:00,2.56B,,3.77B
CAD::unemployment rate::none,2007-08-01,17:00,6.00%,,6.10%
CAD::wholesale sales::m/m,2007-08-01,17:00,-0.70%,,-0.10%
GBP::boe interest rate decision::none,2007-08-01,17:00,5.75%,,5.50%
GBP::cpi::y/y,2007-08-01,17:00,1.90%,,2.40%
GBP::average earnings ex bonus::none,2007-08-01,17:00,4.30%,,4.10%
GBP::boe consumer credit::none,2007-08-01,17:00,1.06B,,0.72B
GBP::cbi distributive trades survey::none,2007-08-01,17:00,18.00,,17.00
GBP::cbi industrial trends orders::none,2007-08-01,17:00,-6.00,,8.00
GBP::core ppi output::m/m,2007-08-01,17:00,0.10%,,0.10%
GBP::core ppi output::y/y,2007-08-01,17:00,1.30%,,1.30%
GBP::core rpi::m/m,2007-08-01,17:00,-0.60%,,0.40%
GBP::core rpi::y/y,2007-08-01,17:00,2.70%,,3.30%
GBP::gfk consumer confidence::none,2007-08-01,17:00,-6.00,,-3.00
GBP::industrial production::y/y,2007-08-01,17:00,0.60%,,0.10%
GBP::m4 money supply::m/m,2007-08-01,17:00,1.10%,,0.90%
GBP::manufacturing production::y/y,2007-08-01,17:00,0.10%,,0.60%
GBP::mortgage approvals::none,2007-08-01,17:00,112.35K,,114.21K
GBP::mortgage lending::none,2007-08-01,17:00,9.20B,,9.25B
GBP::ppi input::y/y,2007-08-01,17:00,0.20%,,1.70%
GBP::ppi output::m/m,2007-08-01,17:00,0.20%,,0.20%
GBP::ppi output::y/y,2007-08-01,17:00,1.70%,,1.70%
GBP::public sector net borrowing::none,2007-08-01,17:00,-6.03B,,7.12B
GBP::public sector net cash requirement::none,2007-08-01,17:00,-13.25B,,10.11B
GBP::rpi::m/m,2007-08-01,17:00,-0.60%,,0.50%
GBP::rpi::y/y,2007-08-01,17:00,3.80%,,4.40%
GBP::average earnings index +bonus::none,2007-08-01,17:00,4.50%,,4.30%
GBP::brc retail sales monitor::y/y,2007-08-01,17:00,1.19%,,3.00%
GBP::cpi::m/m,2007-08-01,17:00,-0.60%,,0.20%
GBP::claimant count change::none,2007-08-01,17:00,-5.60K,,-8.90K
GBP::core retail sales::m/m,2007-08-01,17:00,0.60%,,0.20%
GBP::core retail sales::y/y,2007-08-01,17:00,2.90%,,2.40%
GBP::halifax house price index::m/m,2007-08-01,17:00,0.70%,,0.50%
GBP::halifax house price index::y/y,2007-08-01,17:00,11.20%,,10.70%
GBP::industrial production::m/m,2007-08-01,17:00,-0.50%,,-1.10%
GBP::manufacturing production::m/m,2007-08-01,17:00,-0.70%,,-0.40%
GBP::nationwide hpi::m/m,2007-08-01,17:00,0.00%,,1.00%
GBP::nationwide hpi::y/y,2007-08-01,17:00,9.90%,,11.10%
GBP::ppi input::m/m,2007-08-01,17:00,1.10%,,1.30%
GBP::retail sales::m/m,2007-08-01,17:00,0.50%,,0.10%
GBP::retail sales::y/y,2007-08-01,17:00,2.90%,,2.60%
GBP::trade balance::none,2007-08-01,17:00,-7.80B,,-7.56B
GBP::trade balance non - eu::none,2007-08-01,17:00,-4.18B,,-3.78B
GBP::unemployment rate::none,2007-08-01,17:00,5.30%,,5.40%
MXN::consumer confidence::none,2007-08-01,17:00,105.10,,105.70
MXN::consumer confidence n.s.a.::none,2007-08-01,17:00,104.80,,105.20
MXN::core cpi::m/m,2007-08-01,17:00,0.30%,,0.29%
MXN::economic activity::m/m,2007-08-01,17:00,0.09%,,0.36%
MXN::economic activity::y/y,2007-08-01,17:00,4.05%,,2.85%
MXN::fiscal balance::none,2007-08-01,17:00,15.67B,,-40.58B
MXN::gross fixed investments::m/m,2007-08-01,17:00,1.99%,,-0.48%
MXN::gross fixed investments::y/y,2007-08-01,17:00,7.15%,,3.26%
MXN::industrial production::m/m,2007-08-01,17:00,0.53%,,0.18%
MXN::industrial production::y/y,2007-08-01,17:00,2.32%,,0.66%
MXN::trade balance::none,2007-08-01,17:00,-0.70B,,-0.83B
MXN::trade balance (usd)::none,2007-08-01,17:00,-0.84B,,-1.21B
MXN::unemployment rate::none,2007-08-01,17:00,3.48%,,3.56%
MXN::unemployment rate n.s.a.::none,2007-08-01,17:00,3.79%,,3.28%
MXN::cpi::m/m,2007-08-01,17:00,0.42%,,0.12%
MXN::cpi::y/y,2007-08-01,17:00,4.14%,,3.98%
MXN::interest rate decision::none,2007-08-01,17:00,7.25%,,7.25%
SEK::consumer confidence::none,2007-08-01,17:00,113.50,,114.00
SEK::cpi::y/y,2007-08-01,17:00,1.90%,,1.90%
USD::average hourly earnings::m/m,2007-08-01,17:00,0.00%,,0.60%
USD::cb consumer confidence::none,2007-08-01,17:00,111.90,,105.30
USD::chicago pmi::none,2007-08-01,17:00,52.80,,58.30
USD::core pce price index::m/m,2007-08-01,17:00,0.10%,,0.20%
USD::core pce price index::y/y,2007-08-01,17:00,2.00%,,1.90%
USD::core retail sales::m/m,2007-08-01,17:00,0.60%,,-0.30%
USD::crude oil inventories::none,2007-08-01,17:00,-2.54M,,2.79M
USD::existing home sales::none,2007-08-01,17:00,5.07M,,5.12M
USD::ism manufacturing pmi::none,2007-08-01,17:00,52.40,,52.60
USD::ism manufacturing prices::none,2007-08-01,17:00,65.00,,68.00
USD::ism non - manufacturing pmi::none,2007-08-01,17:00,53.60,,55.30
USD::ism non - manufacturing prices::none,2007-08-01,17:00,60.30,,61.90
USD::initial jobless claims::none,2007-08-01,17:00,313.32K,,315.62K
USD::jolts job openings::none,2007-08-01,17:00,4.43M,,4.64M
USD::new home sales::none,2007-08-01,17:00,778.00K,,793.00K
USD::philadelphia fed manufacturing index::none,2007-08-01,17:00,6.70,,17.20
USD::retail sales::m/m,2007-08-01,17:00,0.50%,,-0.70%
USD::all car sales::none,2007-08-01,17:00,7.21M,,7.52M
USD::all truck sales::none,2007-08-01,17:00,8.29M,,8.30M
USD::average weekly hours::none,2007-08-01,17:00,34.60,,34.60
USD::cb employment trends index::none,2007-08-01,17:00,127.10,,127.60
"USD::cpi index, n.s.a.::none",2007-08-01,17:00,208.30,,208.35
USD::capacity utilization rate::none,2007-08-01,17:00,80.50%,,80.60%
USD::chain store sales::m/m,2007-08-01,17:00,2.60%,,2.40%
USD::chain store sales::w/w,2007-08-01,17:00,0.27%,,0.05%
USD::chain store sales::y/y,2007-08-01,17:00,3.01%,,2.06%
USD::challenger job cuts::none,2007-08-01,17:00,42.90K,,55.73K
USD::chicago fed national activity::none,2007-08-01,17:00,-0.44,,-0.26
USD::cleveland cpi::m/m,2007-08-01,17:00,0.20%,,0.30%
USD::core cpi index::none,2007-08-01,17:00,210.77,,210.39
USD::dallas fed mfg business index::none,2007-08-01,17:00,3.10,,9.20
USD::dallas fed pce::none,2007-08-01,17:00,2.00%,,2.50%
USD::dallas fed services revenues::none,2007-08-01,17:00,22.30,,18.60
USD::domestic truck sales::none,2007-08-01,17:00,6.92M,,6.90M
USD::durables excluding defense::m/m,2007-08-01,17:00,2.70%,,2.10%
USD::eia weekly distillates stocks::none,2007-08-01,17:00,1.21M,,-0.07M
USD::factory orders ex transportation::m/m,2007-08-01,17:00,1.00%,,-0.60%
USD::gasoline inventories::none,2007-08-01,17:00,-0.09M,,0.86M
USD::government payrolls::none,2007-08-01,17:00,-36.00K,,14.00K
USD::house price index::none,2007-08-01,17:00,224.00,,225.10
USD::house price index::m/m,2007-08-01,17:00,-0.50%,,-0.40%
USD::house price index::y/y,2007-08-01,17:00,0.30%,,0.80%
USD::ism manufacturing new orders index::none,2007-08-01,17:00,58.60,,57.70
USD::ism non - manufacturing business activity::none,2007-08-01,17:00,57.10,,60.10
USD::ism non - manufacturing new orders::none,2007-08-01,17:00,54.50,,57.20
USD::ism - new york index::none,2007-08-01,17:00,430.10,,434.40
USD::jobless claims 4 - week avg.::none,2007-08-01,17:00,315.65K,,313.69K
USD::kc fed composite index::none,2007-08-01,17:00,7.00,,5.00
USD::kc fed manufacturing index::none,2007-08-01,17:00,11.00,,-5.00
USD::mba 30 - year mortgage rate::none,2007-08-01,17:00,6.57%,,6.57%
USD::mba purchase index::none,2007-08-01,17:00,436.40,,444.89
USD::manufacturing payrolls::none,2007-08-01,17:00,-22.00K,,-18.00K
USD::manufacturing production::m/m,2007-08-01,17:00,0.20%,,0.30%
USD::michigan current conditions::none,2007-08-01,17:00,104.50,,100.20
USD::midwest manufacturing::none,2007-08-01,17:00,100.30,,100.80
USD::mortgage market index::none,2007-08-01,17:00,621.93,,636.49
USD::mortgage refinance index::none,2007-08-01,17:00,"1,709.94",,"1,762.34"
USD::nahb housing market index::none,2007-08-01,17:00,24.00,,28.00
USD::nfib small business optimism::none,2007-08-01,17:00,97.60,,96.00
USD::natural gas storage::none,2007-08-01,17:00,76.32B,,90.48B
USD::overall net capital flow::none,2007-08-01,17:00,84.90B,,34.50B
USD::pending home sales index::none,2007-08-01,17:00,92.80,,100.10
USD::personal income::m/m,2007-08-01,17:00,0.40%,,0.10%
USD::philly fed business conditions::none,2007-08-01,17:00,27.00,,11.10
USD::philly fed capex index::none,2007-08-01,17:00,18.30,,18.20
USD::philly fed new orders::none,2007-08-01,17:00,8.50,,14.90
USD::philly fed prices paid::none,2007-08-01,17:00,21.40,,22.30
USD::real earnings::m/m,2007-08-01,17:00,-0.20%,,0.30%
USD::real personal consumption::m/m,2007-08-01,17:00,0.20%,,-0.10%
USD::redbook::m/m,2007-08-01,17:00,0.08%,,-0.82%
USD::redbook::y/y,2007-08-01,17:00,2.38%,,1.59%
USD::retail sales ex gas/autos::m/m,2007-08-01,17:00,0.70%,,0.00%
USD::richmond manufacturing index::none,2007-08-01,17:00,-1.00,,-1.00
USD::richmond manufacturing shipments::none,2007-08-01,17:00,3.00,,2.00
USD::richmond services index::none,2007-08-01,17:00,5.00,,16.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-08-01,17:00,-1.00%,,-1.10%
USD::tic net long - term transactions including swaps::none,2007-08-01,17:00,-18.00B,,88.40B
USD::texas services sector outlook::none,2007-08-01,17:00,5.60,,5.20
"USD::us foreign buying, t - bonds::none",2007-08-01,17:00,-9.40B,,24.30B
USD::wholesale inventories::m/m,2007-08-01,17:00,0.10%,,0.30%
USD::5 - year note auction::none,2007-08-01,17:00,4.63%,,4.88%
USD::business inventories::m/m,2007-08-01,17:00,0.10%,,0.50%
USD::construction spending::m/m,2007-08-01,17:00,-1.10%,,-0.10%
USD::consumer credit::none,2007-08-01,17:00,16.62B,,10.67B
USD::continuing jobless claims::none,2007-08-01,17:00,"2,541.23K",,"2,487.71K"
USD::existing home sales::m/m,2007-08-01,17:00,-1.00%,,-2.80%
USD::export price index::m/m,2007-08-01,17:00,0.10%,,0.40%
USD::factory orders::m/m,2007-08-01,17:00,2.20%,,0.80%
USD::federal budget balance::none,2007-08-01,17:00,-36.40B,,27.50B
USD::housing starts::none,2007-08-01,17:00,1.35M,,1.45M
USD::housing starts::m/m,2007-08-01,17:00,-6.50%,,2.30%
USD::ism manufacturing employment::none,2007-08-01,17:00,49.80,,51.90
USD::ism non - manufacturing employment::none,2007-08-01,17:00,51.10,,53.30
USD::import price index::m/m,2007-08-01,17:00,1.20%,,1.20%
USD::industrial production::m/m,2007-08-01,17:00,0.00%,,0.00%
USD::michigan 1 - year inflation expectations::none,2007-08-01,17:00,3.40%,,3.40%
USD::michigan 5 - year inflation expectations::none,2007-08-01,17:00,3.10%,,2.90%
USD::michigan consumer expectations::none,2007-08-01,17:00,83.90,,74.70
USD::michigan consumer sentiment::none,2007-08-01,17:00,90.40,,83.70
USD::ny empire state manufacturing index::none,2007-08-01,17:00,26.32,,24.34
USD::new home sales::m/m,2007-08-01,17:00,-1.90%,,-5.80%
USD::pending home sales::m/m,2007-08-01,17:00,-7.30%,,1.30%
USD::personal spending::m/m,2007-08-01,17:00,0.40%,,0.10%
USD::philly fed employment::none,2007-08-01,17:00,6.00,,4.40
USD::private nonfarm payrolls::none,2007-08-01,17:00,2.00K,,57.00K
USD::retail control::m/m,2007-08-01,17:00,0.80%,,0.10%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-08-01,17:00,-0.40%,,-0.30%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-08-01,17:00,-3.80%,,-3.40%
USD::tic net long - term transactions::none,2007-08-01,17:00,11.20B,,108.60B
USD::trade balance::none,2007-08-01,17:00,-59.90B,,-59.50B
USD::fed's balance sheet::none,2007-08-02,04:30,870.26B,,863.89B
USD::nonfarm payrolls::none,2007-08-03,20:30,68K,,132K
USD::u.s. baker hughes oil rig count::none,2007-08-04,01:00,306,,296
USD::cftc crude oil speculative net positions::none,2007-08-04,04:30,129.6k,,110.9k
USD::fed's balance sheet::none,2007-08-09,04:30,865.45B,,870.26B
USD::u.s. baker hughes oil rig count::none,2007-08-11,01:00,305,,306
USD::cftc crude oil speculative net positions::none,2007-08-11,04:30,108.9k,,129.6k
USD::cpi::m/m,2007-08-15,20:30,0.2%,,0.2%
USD::cpi::y/y,2007-08-15,20:30,2.4%,,2.7%
USD::core cpi::m/m,2007-08-15,20:30,0.2%,,0.2%
USD::core cpi::y/y,2007-08-15,20:30,2.2%,,2.2%
ILS::cpi::y/y,2007-08-15,23:00,0.3%,,-0.7%
USD::fed's balance sheet::none,2007-08-16,04:30,864.93B,,865.45B
USD::u.s. baker hughes oil rig count::none,2007-08-18,01:00,309,,305
USD::cftc crude oil speculative net positions::none,2007-08-18,04:30,66.1k,,108.9k
USD::us leading index::m/m,2007-08-20,23:00,0.4%,0.3%,-0.3%
CNY::pboc interest rate::none,2007-08-21,18:00,7.02%,,6.84%
USD::fed's balance sheet::none,2007-08-23,04:30,862.78B,,864.93B
USD::u.s. baker hughes oil rig count::none,2007-08-25,01:00,310,,309
USD::cftc crude oil speculative net positions::none,2007-08-25,04:30,22.8k,,66.1k
EUR::german ifo business climate index::none,2007-08-28,17:00,105.8,105.5,106.4
USD::fed's balance sheet::none,2007-08-30,04:30,872.87B,,862.78B
USD::u.s. baker hughes oil rig count::none,2007-09-01,01:00,300,,310
USD::cftc crude oil speculative net positions::none,2007-09-01,04:30,7.4k,,22.8k
CAD::boc interest rate decision::none,2007-09-01,17:00,4.50%,,4.50%
CAD::budget balance::none,2007-09-01,17:00,-0.13B,,1.14B
CAD::budget balance::y/y,2007-09-01,17:00,6.62B,,6.75B
CAD::cpi::y/y,2007-09-01,17:00,1.70%,,2.20%
CAD::exports::none,2007-09-01,17:00,38.07B,,37.96B
CAD::foreign securities purchases by canadians::none,2007-09-01,17:00,-7.13B,,3.63B
CAD::full employment change::none,2007-09-01,17:00,-0.60K,,2.50K
CAD::ippi::m/m,2007-09-01,17:00,-1.00%,,-0.60%
CAD::ippi::y/y,2007-09-01,17:00,-0.60%,,-0.20%
CAD::imports::none,2007-09-01,17:00,34.28B,,35.40B
CAD::ivey pmi n.s.a::none,2007-09-01,17:00,58.50,,54.60
CAD::manufacturing sales::m/m,2007-09-01,17:00,-0.80%,,-0.10%
CAD::part time employment change::none,2007-09-01,17:00,8.30K,,40.20K
CAD::participation rate::none,2007-09-01,17:00,67.40%,,67.50%
CAD::rmpi::y/y,2007-09-01,17:00,3.50%,,2.50%
CAD::building permits::m/m,2007-09-01,17:00,3.80%,,-11.00%
CAD::cpi::m/m,2007-09-01,17:00,-0.30%,,0.10%
CAD::core cpi::m/m,2007-09-01,17:00,0.10%,,0.10%
CAD::core cpi::y/y,2007-09-01,17:00,2.20%,,2.30%
CAD::core retail sales::m/m,2007-09-01,17:00,0.50%,,0.10%
CAD::employment change::none,2007-09-01,17:00,7.70K,,42.70K
CAD::foreign securities purchases::none,2007-09-01,17:00,-3.83B,,-0.65B
CAD::gdp::m/m,2007-09-01,17:00,0.50%,,0.00%
CAD::housing starts::none,2007-09-01,17:00,231.80K,,222.90K
CAD::new housing price index::m/m,2007-09-01,17:00,0.40%,,1.00%
CAD::rmpi::m/m,2007-09-01,17:00,-2.90%,,3.60%
CAD::retail sales::m/m,2007-09-01,17:00,0.90%,,0.00%
CAD::trade balance::none,2007-09-01,17:00,3.79B,,2.56B
CAD::unemployment rate::none,2007-09-01,17:00,5.90%,,6.00%
CAD::wholesale sales::m/m,2007-09-01,17:00,0.10%,,-0.70%
GBP::boe interest rate decision::none,2007-09-01,17:00,5.75%,,5.75%
GBP::cpi::y/y,2007-09-01,17:00,1.80%,,1.90%
GBP::average earnings ex bonus::none,2007-09-01,17:00,4.60%,,4.30%
GBP::boe consumer credit::none,2007-09-01,17:00,0.91B,,1.06B
GBP::cbi distributive trades survey::none,2007-09-01,17:00,15.00,,18.00
GBP::cbi industrial trends orders::none,2007-09-01,17:00,9.00,,-6.00
GBP::core ppi output::m/m,2007-09-01,17:00,0.10%,,0.10%
GBP::core ppi output::y/y,2007-09-01,17:00,1.30%,,1.30%
GBP::core rpi::m/m,2007-09-01,17:00,0.40%,,-0.60%
GBP::core rpi::y/y,2007-09-01,17:00,2.70%,,2.70%
GBP::gfk consumer confidence::none,2007-09-01,17:00,-4.00,,-6.00
GBP::industrial production::y/y,2007-09-01,17:00,0.20%,,0.60%
GBP::m4 money supply::m/m,2007-09-01,17:00,1.50%,,1.10%
GBP::manufacturing production::y/y,2007-09-01,17:00,0.60%,,0.10%
GBP::mortgage approvals::none,2007-09-01,17:00,107.69K,,112.35K
GBP::mortgage lending::none,2007-09-01,17:00,9.17B,,9.20B
GBP::ppi input::y/y,2007-09-01,17:00,-0.10%,,0.20%
GBP::ppi output::m/m,2007-09-01,17:00,0.10%,,0.20%
GBP::ppi output::y/y,2007-09-01,17:00,1.70%,,1.70%
