EventId,Date,Time,Actual,Forecast,Previous
CAD::boc interest rate decision::none,2007-01-01,17:00,4.25%,,4.25%
CAD::budget balance::none,2007-01-01,17:00,1.29B,,0.46B
CAD::budget balance::y/y,2007-01-01,17:00,8.20B,,6.91B
CAD::cpi::y/y,2007-01-01,17:00,1.70%,,1.40%
CAD::exports::none,2007-01-01,17:00,40.31B,,37.72B
CAD::foreign securities purchases by canadians::none,2007-01-01,17:00,5.35B,,5.28B
CAD::full employment change::none,2007-01-01,17:00,36.40K,,-11.20K
CAD::ippi::m/m,2007-01-01,17:00,1.40%,,0.10%
CAD::ippi::y/y,2007-01-01,17:00,3.40%,,1.70%
CAD::imports::none,2007-01-01,17:00,34.93B,,34.16B
CAD::ivey pmi n.s.a::none,2007-01-01,17:00,49.40,,52.80
CAD::manufacturing sales::m/m,2007-01-01,17:00,4.90%,,1.90%
CAD::part time employment change::none,2007-01-01,17:00,28.00K,,38.70K
CAD::participation rate::none,2007-01-01,17:00,67.10%,,67.10%
CAD::rmpi::y/y,2007-01-01,17:00,11.40%,,4.70%
CAD::building permits::m/m,2007-01-01,17:00,-8.90%,,2.40%
CAD::cpi::m/m,2007-01-01,17:00,0.20%,,0.20%
CAD::core cpi::m/m,2007-01-01,17:00,-0.20%,,0.20%
CAD::core cpi::y/y,2007-01-01,17:00,2.10%,,2.20%
CAD::core retail sales::m/m,2007-01-01,17:00,2.40%,,-0.10%
CAD::employment change::none,2007-01-01,17:00,64.30K,,27.60K
CAD::foreign securities purchases::none,2007-01-01,17:00,-1.58B,,11.80B
CAD::gdp::m/m,2007-01-01,17:00,0.70%,,0.30%
CAD::housing starts::none,2007-01-01,17:00,210.40K,,235.70K
CAD::new housing price index::m/m,2007-01-01,17:00,0.00%,,0.50%
CAD::rmpi::m/m,2007-01-01,17:00,5.00%,,0.20%
CAD::retail sales::m/m,2007-01-01,17:00,2.10%,,0.70%
CAD::trade balance::none,2007-01-01,17:00,5.38B,,3.56B
CAD::unemployment rate::none,2007-01-01,17:00,6.10%,,6.20%
CAD::wholesale sales::m/m,2007-01-01,17:00,4.70%,,1.00%
GBP::boe interest rate decision::none,2007-01-01,17:00,5.00%,,5.00%
GBP::cpi::y/y,2007-01-01,17:00,3.00%,,2.70%
GBP::average earnings ex bonus::none,2007-01-01,17:00,4.00%,,3.80%
GBP::boe consumer credit::none,2007-01-01,17:00,0.87B,,0.90B
GBP::cbi distributive trades survey::none,2007-01-01,17:00,25.00,,-9.00
GBP::cbi industrial trends orders::none,2007-01-01,17:00,-5.00,,-6.00
GBP::core ppi output::m/m,2007-01-01,17:00,0.00%,,0.00%
GBP::core ppi output::y/y,2007-01-01,17:00,1.30%,,1.50%
GBP::core rpi::m/m,2007-01-01,17:00,0.60%,,0.40%
GBP::core rpi::y/y,2007-01-01,17:00,3.80%,,3.40%
GBP::gfk consumer confidence::none,2007-01-01,17:00,-8.00,,-7.00
GBP::industrial production::y/y,2007-01-01,17:00,-0.60%,,1.40%
GBP::m4 money supply::m/m,2007-01-01,17:00,0.90%,,0.50%
GBP::manufacturing production::y/y,2007-01-01,17:00,2.30%,,3.30%
GBP::mortgage approvals::none,2007-01-01,17:00,119.41K,,130.00K
GBP::mortgage lending::none,2007-01-01,17:00,9.60B,,10.00B
GBP::ppi input::y/y,2007-01-01,17:00,1.30%,,2.30%
GBP::ppi output::m/m,2007-01-01,17:00,0.20%,,-0.10%
GBP::ppi output::y/y,2007-01-01,17:00,1.50%,,1.10%
GBP::public sector net borrowing::none,2007-01-01,17:00,7.12B,,9.55B
GBP::public sector net cash requirement::none,2007-01-01,17:00,13.51B,,7.47B
GBP::rpi::m/m,2007-01-01,17:00,0.80%,,0.30%
GBP::rpi::y/y,2007-01-01,17:00,4.40%,,3.90%
GBP::average earnings index +bonus::none,2007-01-01,17:00,4.70%,,4.10%
GBP::brc retail sales monitor::y/y,2007-01-01,17:00,2.50%,,0.50%
GBP::cpi::m/m,2007-01-01,17:00,0.60%,,0.30%
GBP::claimant count change::none,2007-01-01,17:00,-9.40K,,-9.30K
GBP::core retail sales::m/m,2007-01-01,17:00,0.60%,,0.20%
GBP::core retail sales::y/y,2007-01-01,17:00,2.70%,,1.80%
GBP::halifax house price index::m/m,2007-01-01,17:00,-1.80%,,2.10%
GBP::halifax house price index::y/y,2007-01-01,17:00,9.90%,,9.60%
GBP::industrial production::m/m,2007-01-01,17:00,-0.90%,,0.50%
GBP::manufacturing production::m/m,2007-01-01,17:00,-0.30%,,0.50%
GBP::nationwide hpi::m/m,2007-01-01,17:00,1.60%,,1.60%
GBP::nationwide hpi::y/y,2007-01-01,17:00,10.50%,,9.60%
GBP::ppi input::m/m,2007-01-01,17:00,0.90%,,1.30%
GBP::retail sales::m/m,2007-01-01,17:00,0.20%,,0.20%
GBP::retail sales::y/y,2007-01-01,17:00,3.60%,,3.10%
GBP::trade balance::none,2007-01-01,17:00,-7.08B,,-6.97B
GBP::trade balance non - eu::none,2007-01-01,17:00,-4.11B,,-4.04B
GBP::unemployment rate::none,2007-01-01,17:00,5.50%,,5.40%
MXN::consumer confidence::none,2007-01-01,17:00,107.60,,108.70
MXN::consumer confidence n.s.a.::none,2007-01-01,17:00,109.70,,105.90
MXN::core cpi::m/m,2007-01-01,17:00,0.40%,,0.26%
MXN::economic activity::m/m,2007-01-01,17:00,0.57%,,-0.13%
MXN::economic activity::y/y,2007-01-01,17:00,2.98%,,3.76%
MXN::fiscal balance::none,2007-01-01,17:00,-148.58B,,1.69B
MXN::gross fixed investments::m/m,2007-01-01,17:00,2.34%,,0.11%
MXN::gross fixed investments::y/y,2007-01-01,17:00,4.86%,,6.55%
MXN::industrial production::m/m,2007-01-01,17:00,-0.49%,,0.09%
MXN::industrial production::y/y,2007-01-01,17:00,0.10%,,3.03%
MXN::trade balance::none,2007-01-01,17:00,-1.16B,,-1.61B
MXN::trade balance (usd)::none,2007-01-01,17:00,-0.78B,,-0.92B
MXN::unemployment rate::none,2007-01-01,17:00,3.79%,,3.76%
MXN::unemployment rate n.s.a.::none,2007-01-01,17:00,3.32%,,3.50%
MXN::cpi::m/m,2007-01-01,17:00,0.58%,,0.52%
MXN::cpi::y/y,2007-01-01,17:00,4.05%,,4.09%
MXN::interest rate decision::none,2007-01-01,17:00,7.00%,,7.00%
SEK::consumer confidence::none,2007-01-01,17:00,108.20,,108.10
SEK::cpi::m/m,2007-01-01,17:00,0.00%,,0.10%
SEK::cpi::y/y,2007-01-01,17:00,1.60%,,1.70%
USD::10 - year note auction::none,2007-01-01,17:00,4.63%,,4.63%
USD::average hourly earnings::m/m,2007-01-01,17:00,0.40%,,0.20%
USD::cb consumer confidence::none,2007-01-01,17:00,110.00,,105.30
USD::chicago pmi::none,2007-01-01,17:00,51.60,,51.10
USD::core pce price index::m/m,2007-01-01,17:00,0.20%,,0.00%
USD::core pce price index::y/y,2007-01-01,17:00,2.10%,,2.10%
USD::core retail sales::m/m,2007-01-01,17:00,1.90%,,0.00%
USD::crude oil inventories::none,2007-01-01,17:00,-4.82M,,1.25M
USD::existing home sales::none,2007-01-01,17:00,6.40M,,6.34M
USD::ism manufacturing pmi::none,2007-01-01,17:00,51.40,,50.30
USD::ism manufacturing prices::none,2007-01-01,17:00,47.50,,53.50
USD::ism non - manufacturing pmi::none,2007-01-01,17:00,53.70,,54.50
USD::ism non - manufacturing prices::none,2007-01-01,17:00,60.50,,56.70
USD::initial jobless claims::none,2007-01-01,17:00,323.43K,,327.05K
USD::jolts job openings::none,2007-01-01,17:00,4.55M,,4.62M
USD::new home sales::none,2007-01-01,17:00,998.00K,,"1,003.00K"
USD::philadelphia fed manufacturing index::none,2007-01-01,17:00,-1.70,,5.00
USD::retail sales::m/m,2007-01-01,17:00,1.50%,,0.20%
USD::all car sales::none,2007-01-01,17:00,7.94M,,7.42M
USD::all truck sales::none,2007-01-01,17:00,8.63M,,8.70M
USD::average weekly hours::none,2007-01-01,17:00,34.70,,34.50
USD::cb employment trends index::none,2007-01-01,17:00,126.30,,125.60
"USD::cpi index, n.s.a.::none",2007-01-01,17:00,201.80,,201.50
USD::capacity utilization rate::none,2007-01-01,17:00,80.30%,,79.70%
USD::chain store sales::m/m,2007-01-01,17:00,3.30%,,2.50%
USD::chain store sales::w/w,2007-01-01,17:00,1.04%,,-0.34%
USD::chain store sales::y/y,2007-01-01,17:00,2.55%,,2.45%
USD::challenger job cuts::none,2007-01-01,17:00,54.64K,,76.77K
USD::chicago fed national activity::none,2007-01-01,17:00,0.87,,-0.19
USD::cleveland cpi::m/m,2007-01-01,17:00,0.20%,,0.20%
USD::core cpi index::none,2007-01-01,17:00,208.10,,207.80
USD::dallas fed mfg business index::none,2007-01-01,17:00,-6.90,,4.70
USD::dallas fed pce::none,2007-01-01,17:00,3.20%,,1.20%
USD::domestic truck sales::none,2007-01-01,17:00,7.21M,,7.28M
USD::durables excluding defense::m/m,2007-01-01,17:00,2.50%,,1.70%
USD::eia weekly distillates stocks::none,2007-01-01,17:00,0.74M,,-1.76M
USD::factory orders ex transportation::m/m,2007-01-01,17:00,3.40%,,0.90%
USD::gasoline inventories::none,2007-01-01,17:00,2.21M,,-0.94M
USD::government payrolls::none,2007-01-01,17:00,5.00K,,15.00K
USD::house price index::none,2007-01-01,17:00,225.10,,224.90
USD::house price index::m/m,2007-01-01,17:00,0.10%,,0.30%
USD::house price index::y/y,2007-01-01,17:00,2.60%,,3.10%
USD::ism manufacturing new orders index::none,2007-01-01,17:00,51.40,,50.80
USD::ism non - manufacturing business activity::none,2007-01-01,17:00,56.10,,59.20
USD::ism non - manufacturing new orders::none,2007-01-01,17:00,54.80,,56.70
USD::ism - new york index::none,2007-01-01,17:00,428.40,,428.70
USD::jobless claims 4 - week avg.::none,2007-01-01,17:00,324.56K,,322.13K
USD::kc fed composite index::none,2007-01-01,17:00,10.00,,9.00
USD::kc fed manufacturing index::none,2007-01-01,17:00,8.00,,11.00
USD::mba 30 - year mortgage rate::none,2007-01-01,17:00,6.11%,,6.12%
USD::mba purchase index::none,2007-01-01,17:00,424.46,,409.91
USD::manufacturing payrolls::none,2007-01-01,17:00,-26.00K,,-34.00K
USD::manufacturing production::m/m,2007-01-01,17:00,1.50%,,0.00%
USD::michigan current conditions::none,2007-01-01,17:00,108.10,,106.50
USD::midwest manufacturing::none,2007-01-01,17:00,98.80,,97.40
USD::mortgage market index::none,2007-01-01,17:00,626.12,,627.44
USD::mortgage refinance index::none,2007-01-01,17:00,"1,884.80",,"1,917.64"
USD::nahb housing market index::none,2007-01-01,17:00,33.00,,33.00
USD::nfib small business optimism::none,2007-01-01,17:00,96.50,,99.70
USD::natural gas storage::none,2007-01-01,17:00,-79.57B,,-9.32B
USD::overall net capital flow::none,2007-01-01,17:00,-14.70B,,89.80B
USD::pending home sales index::none,2007-01-01,17:00,112.20,,109.10
USD::personal income::m/m,2007-01-01,17:00,0.80%,,0.50%
USD::philly fed business conditions::none,2007-01-01,17:00,16.40,,16.50
USD::philly fed capex index::none,2007-01-01,17:00,6.40,,19.20
USD::philly fed new orders::none,2007-01-01,17:00,-1.80,,0.70
USD::philly fed prices paid::none,2007-01-01,17:00,23.90,,26.70
USD::real earnings::m/m,2007-01-01,17:00,0.50%,,0.10%
USD::real personal consumption::m/m,2007-01-01,17:00,0.50%,,0.20%
USD::redbook::m/m,2007-01-01,17:00,-1.59%,,-0.15%
USD::redbook::y/y,2007-01-01,17:00,2.83%,,2.99%
USD::retail sales ex gas/autos::m/m,2007-01-01,17:00,1.60%,,-0.10%
USD::richmond manufacturing index::none,2007-01-01,17:00,-2.00,,11.00
USD::richmond manufacturing shipments::none,2007-01-01,17:00,2.00,,13.00
USD::richmond services index::none,2007-01-01,17:00,7.00,,10.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-01-01,17:00,-0.10%,,0.00%
USD::tic net long - term transactions including swaps::none,2007-01-01,17:00,-4.40B,,62.10B
"USD::us foreign buying, t - bonds::none",2007-01-01,17:00,10.40B,,33.40B
USD::wholesale inventories::m/m,2007-01-01,17:00,-0.40%,,1.10%
USD::5 - year note auction::none,2007-01-01,17:00,4.63%,,4.50%
USD::business inventories::m/m,2007-01-01,17:00,0.10%,,0.40%
USD::construction spending::m/m,2007-01-01,17:00,1.40%,,-0.20%
USD::consumer credit::none,2007-01-01,17:00,15.16B,,11.93B
USD::continuing jobless claims::none,2007-01-01,17:00,"2,482.95K",,"2,480.91K"
USD::existing home sales::m/m,2007-01-01,17:00,0.90%,,-0.30%
USD::export price index::m/m,2007-01-01,17:00,0.60%,,0.40%
USD::factory orders::m/m,2007-01-01,17:00,2.30%,,3.10%
USD::federal budget balance::none,2007-01-01,17:00,42.00B,,-73.00B
USD::housing starts::none,2007-01-01,17:00,1.65M,,1.57M
USD::housing starts::m/m,2007-01-01,17:00,5.00%,,5.30%
USD::ism manufacturing employment::none,2007-01-01,17:00,49.80,,49.20
USD::ism non - manufacturing employment::none,2007-01-01,17:00,52.70,,52.20
USD::import price index::m/m,2007-01-01,17:00,1.10%,,0.40%
USD::industrial production::m/m,2007-01-01,17:00,1.00%,,-0.10%
USD::michigan 1 - year inflation expectations::none,2007-01-01,17:00,2.90%,,3.00%
USD::michigan 5 - year inflation expectations::none,2007-01-01,17:00,3.00%,,3.00%
USD::michigan consumer expectations::none,2007-01-01,17:00,78.60,,83.20
USD::michigan consumer sentiment::none,2007-01-01,17:00,91.70,,92.30
USD::ny empire state manufacturing index::none,2007-01-01,17:00,20.12,,22.85
USD::new home sales::m/m,2007-01-01,17:00,-0.50%,,6.60%
USD::pending home sales::m/m,2007-01-01,17:00,2.80%,,2.20%
USD::personal spending::m/m,2007-01-01,17:00,0.90%,,0.20%
USD::philly fed employment::none,2007-01-01,17:00,8.20,,2.70
USD::private nonfarm payrolls::none,2007-01-01,17:00,167.00K,,194.00K
USD::retail control::m/m,2007-01-01,17:00,1.30%,,0.00%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-01-01,17:00,-0.60%,,-0.40%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-01-01,17:00,0.70%,,1.80%
USD::tic net long - term transactions::none,2007-01-01,17:00,11.80B,,87.10B
USD::trade balance::none,2007-01-01,17:00,-61.60B,,-58.60B
USD::fed's balance sheet::none,2007-01-04,04:30,874.63B,,869.99B
USD::nonfarm payrolls::none,2007-01-05,20:30,172K,,209K
USD::u.s. baker hughes oil rig count::none,2007-01-06,01:00,279,,278
USD::cftc crude oil speculative net positions::none,2007-01-07,04:30,2.2k,,19.8k
USD::fed's balance sheet::none,2007-01-11,04:30,854.82B,,874.63B
USD::u.s. baker hughes oil rig count::none,2007-01-13,01:00,269,,279
USD::cftc crude oil speculative net positions::none,2007-01-13,04:30,-22.4k,,2.2k
ILS::cpi::y/y,2007-01-15,23:00,-0.1%,,-0.3%
USD::fed's balance sheet::none,2007-01-18,04:30,859.36B,,854.82B
USD::cpi::m/m,2007-01-18,21:30,0.5%,,0.0%
USD::cpi::y/y,2007-01-18,21:30,2.5%,,2.0%
USD::core cpi::m/m,2007-01-18,21:30,0.1%,,0.1%
USD::core cpi::y/y,2007-01-18,21:30,2.6%,,2.6%
USD::u.s. baker hughes oil rig count::none,2007-01-20,01:00,275,,269
USD::cftc crude oil speculative net positions::none,2007-01-20,04:30,-2.0k,,-22.4k
USD::fed's balance sheet::none,2007-01-25,04:30,851.76B,,859.36B
EUR::german ifo business climate index::none,2007-01-25,17:00,107.9,108.9,108.7
USD::u.s. baker hughes oil rig count::none,2007-01-27,01:00,255,,275
USD::cftc crude oil speculative net positions::none,2007-01-27,04:30,-8.5k,,-2.0k
USD::fed's balance sheet::none,2007-02-01,04:30,865.73B,,851.76B
CAD::boc interest rate decision::none,2007-02-01,17:00,4.25%,,4.25%
CAD::budget balance::none,2007-02-01,17:00,2.40B,,1.29B
CAD::budget balance::y/y,2007-02-01,17:00,10.60B,,8.20B
CAD::cpi::y/y,2007-02-01,17:00,1.10%,,1.70%
CAD::exports::none,2007-02-01,17:00,39.60B,,40.31B
CAD::foreign securities purchases by canadians::none,2007-02-01,17:00,8.64B,,5.35B
CAD::full employment change::none,2007-02-01,17:00,21.90K,,36.40K
CAD::ippi::m/m,2007-02-01,17:00,0.30%,,1.40%
CAD::ippi::y/y,2007-02-01,17:00,3.00%,,3.40%
CAD::imports::none,2007-02-01,17:00,34.95B,,34.93B
CAD::ivey pmi n.s.a::none,2007-02-01,17:00,53.80,,49.40
CAD::manufacturing sales::m/m,2007-02-01,17:00,-3.90%,,4.90%
CAD::part time employment change::none,2007-02-01,17:00,32.10K,,28.00K
CAD::participation rate::none,2007-02-01,17:00,67.40%,,67.10%
CAD::rmpi::y/y,2007-02-01,17:00,3.30%,,11.40%
CAD::building permits::m/m,2007-02-01,17:00,7.70%,,-8.90%
CAD::cpi::m/m,2007-02-01,17:00,0.00%,,0.20%
CAD::core cpi::m/m,2007-02-01,17:00,0.20%,,-0.20%
CAD::core cpi::y/y,2007-02-01,17:00,2.30%,,2.10%
CAD::core retail sales::m/m,2007-02-01,17:00,-0.10%,,2.40%
CAD::employment change::none,2007-02-01,17:00,54.00K,,64.30K
CAD::foreign securities purchases::none,2007-02-01,17:00,-4.02B,,-1.58B
CAD::gdp::m/m,2007-02-01,17:00,-0.20%,,0.70%
CAD::housing starts::none,2007-02-01,17:00,242.30K,,210.40K
CAD::new housing price index::m/m,2007-02-01,17:00,0.40%,,0.00%
CAD::rmpi::m/m,2007-02-01,17:00,-2.80%,,5.00%
CAD::retail sales::m/m,2007-02-01,17:00,-0.90%,,2.10%
CAD::trade balance::none,2007-02-01,17:00,4.65B,,5.38B
CAD::unemployment rate::none,2007-02-01,17:00,6.20%,,6.10%
CAD::wholesale sales::m/m,2007-02-01,17:00,-1.70%,,4.70%
GBP::boe interest rate decision::none,2007-02-01,17:00,5.25%,,5.00%
GBP::cpi::y/y,2007-02-01,17:00,2.70%,,3.00%
GBP::average earnings ex bonus::none,2007-02-01,17:00,3.90%,,4.00%
GBP::boe consumer credit::none,2007-02-01,17:00,0.54B,,0.87B
GBP::cbi distributive trades survey::none,2007-02-01,17:00,30.00,,25.00
GBP::cbi industrial trends orders::none,2007-02-01,17:00,-9.00,,-5.00
GBP::core ppi output::m/m,2007-02-01,17:00,0.20%,,0.00%
GBP::core ppi output::y/y,2007-02-01,17:00,1.10%,,1.30%
GBP::core rpi::m/m,2007-02-01,17:00,-0.70%,,0.60%
GBP::core rpi::y/y,2007-02-01,17:00,3.50%,,3.80%
GBP::gfk consumer confidence::none,2007-02-01,17:00,-7.00,,-8.00
GBP::industrial production::y/y,2007-02-01,17:00,0.50%,,-0.60%
GBP::m4 money supply::m/m,2007-02-01,17:00,0.70%,,0.90%
GBP::manufacturing production::y/y,2007-02-01,17:00,3.40%,,2.30%
GBP::mortgage approvals::none,2007-02-01,17:00,119.94K,,119.41K
GBP::mortgage lending::none,2007-02-01,17:00,9.64B,,9.60B
GBP::ppi input::y/y,2007-02-01,17:00,-3.70%,,1.30%
GBP::ppi output::m/m,2007-02-01,17:00,0.20%,,0.20%
GBP::ppi output::y/y,2007-02-01,17:00,1.20%,,1.50%
GBP::public sector net borrowing::none,2007-02-01,17:00,-10.44B,,7.12B
GBP::public sector net cash requirement::none,2007-02-01,17:00,-20.97B,,13.51B
GBP::rpi::m/m,2007-02-01,17:00,-0.50%,,0.80%
GBP::rpi::y/y,2007-02-01,17:00,4.20%,,4.40%
GBP::average earnings index +bonus::none,2007-02-01,17:00,5.40%,,4.70%
GBP::brc retail sales monitor::y/y,2007-02-01,17:00,3.10%,,2.50%
GBP::cpi::m/m,2007-02-01,17:00,-0.80%,,0.60%
GBP::claimant count change::none,2007-02-01,17:00,-14.30K,,-9.40K
GBP::core retail sales::m/m,2007-02-01,17:00,-0.70%,,0.60%
GBP::core retail sales::y/y,2007-02-01,17:00,2.30%,,2.70%
GBP::halifax house price index::m/m,2007-02-01,17:00,2.30%,,-1.80%
GBP::halifax house price index::y/y,2007-02-01,17:00,9.90%,,9.90%
GBP::industrial production::m/m,2007-02-01,17:00,1.20%,,-0.90%
GBP::manufacturing production::m/m,2007-02-01,17:00,0.80%,,-0.30%
GBP::nationwide hpi::m/m,2007-02-01,17:00,0.10%,,1.60%
GBP::nationwide hpi::y/y,2007-02-01,17:00,9.30%,,10.50%
GBP::ppi input::m/m,2007-02-01,17:00,-3.30%,,0.90%
GBP::retail sales::m/m,2007-02-01,17:00,-0.30%,,0.20%
GBP::retail sales::y/y,2007-02-01,17:00,2.20%,,3.60%
GBP::trade balance::none,2007-02-01,17:00,-7.41B,,-7.08B
GBP::trade balance non - eu::none,2007-02-01,17:00,-4.08B,,-4.11B
GBP::unemployment rate::none,2007-02-01,17:00,5.50%,,5.50%
MXN::consumer confidence::none,2007-02-01,17:00,104.20,,107.60
MXN::consumer confidence n.s.a.::none,2007-02-01,17:00,104.30,,109.70
MXN::core cpi::m/m,2007-02-01,17:00,0.46%,,0.40%
MXN::economic activity::m/m,2007-02-01,17:00,0.16%,,0.57%
MXN::economic activity::y/y,2007-02-01,17:00,3.06%,,2.98%
MXN::fiscal balance::none,2007-02-01,17:00,51.52B,,-148.58B
MXN::gross fixed investments::m/m,2007-02-01,17:00,-1.49%,,2.34%
MXN::gross fixed investments::y/y,2007-02-01,17:00,4.43%,,4.86%
MXN::industrial production::m/m,2007-02-01,17:00,0.36%,,-0.49%
MXN::industrial production::y/y,2007-02-01,17:00,1.64%,,0.10%
MXN::trade balance::none,2007-02-01,17:00,-1.68B,,-1.16B
MXN::trade balance (usd)::none,2007-02-01,17:00,-1.30B,,-0.78B
MXN::unemployment rate::none,2007-02-01,17:00,3.74%,,3.79%
MXN::unemployment rate n.s.a.::none,2007-02-01,17:00,4.05%,,3.32%
MXN::cpi::m/m,2007-02-01,17:00,0.52%,,0.58%
MXN::cpi::y/y,2007-02-01,17:00,3.98%,,4.05%
MXN::interest rate decision::none,2007-02-01,17:00,7.00%,,7.00%
SEK::consumer confidence::none,2007-02-01,17:00,106.10,,108.20
USD::average hourly earnings::m/m,2007-02-01,17:00,0.10%,,0.40%
USD::cb consumer confidence::none,2007-02-01,17:00,110.20,,110.00
USD::chicago pmi::none,2007-02-01,17:00,52.10,,51.60
USD::core pce price index::m/m,2007-02-01,17:00,0.40%,,0.20%
USD::core pce price index::y/y,2007-02-01,17:00,2.40%,,2.10%
USD::core retail sales::m/m,2007-02-01,17:00,-0.30%,,1.90%
USD::crude oil inventories::none,2007-02-01,17:00,1.08M,,-4.82M
USD::existing home sales::none,2007-02-01,17:00,5.74M,,6.40M
USD::ism manufacturing pmi::none,2007-02-01,17:00,49.50,,51.40
USD::ism manufacturing prices::none,2007-02-01,17:00,53.00,,47.50
USD::ism non - manufacturing pmi::none,2007-02-01,17:00,55.60,,53.70
USD::ism non - manufacturing prices::none,2007-02-01,17:00,56.80,,60.50
USD::initial jobless claims::none,2007-02-01,17:00,316.30K,,323.43K
USD::jolts job openings::none,2007-02-01,17:00,4.59M,,4.55M
USD::new home sales::none,2007-02-01,17:00,891.00K,,998.00K
USD::philadelphia fed manufacturing index::none,2007-02-01,17:00,7.50,,-1.70
USD::retail sales::m/m,2007-02-01,17:00,-0.40%,,1.50%
USD::all car sales::none,2007-02-01,17:00,7.72M,,7.94M
USD::all truck sales::none,2007-02-01,17:00,8.68M,,8.63M
USD::average weekly hours::none,2007-02-01,17:00,34.50,,34.70
USD::cb employment trends index::none,2007-02-01,17:00,127.30,,126.30
"USD::cpi index, n.s.a.::none",2007-02-01,17:00,202.42,,201.80
USD::capacity utilization rate::none,2007-02-01,17:00,79.70%,,80.30%
USD::chain store sales::m/m,2007-02-01,17:00,3.70%,,3.30%
USD::chain store sales::w/w,2007-02-01,17:00,0.15%,,1.04%
USD::chain store sales::y/y,2007-02-01,17:00,4.47%,,2.55%
USD::challenger job cuts::none,2007-02-01,17:00,62.98K,,54.64K
USD::chicago fed national activity::none,2007-02-01,17:00,-0.76,,0.87
USD::cleveland cpi::m/m,2007-02-01,17:00,0.20%,,0.20%
USD::core cpi index::none,2007-02-01,17:00,208.60,,208.10
USD::dallas fed mfg business index::none,2007-02-01,17:00,0.30,,-6.90
USD::dallas fed pce::none,2007-02-01,17:00,3.60%,,3.20%
USD::dallas fed services revenues::none,2007-02-01,17:00,29.30,,
USD::domestic truck sales::none,2007-02-01,17:00,7.25M,,7.21M
USD::durables excluding defense::m/m,2007-02-01,17:00,-3.80%,,2.50%
USD::eia weekly distillates stocks::none,2007-02-01,17:00,0.49M,,0.74M
USD::factory orders ex transportation::m/m,2007-02-01,17:00,-2.50%,,3.40%
USD::gasoline inventories::none,2007-02-01,17:00,3.62M,,2.21M
USD::government payrolls::none,2007-02-01,17:00,7.00K,,5.00K
USD::house price index::none,2007-02-01,17:00,226.00,,225.10
USD::house price index::m/m,2007-02-01,17:00,0.40%,,0.10%
USD::house price index::y/y,2007-02-01,17:00,2.20%,,2.60%
USD::ism manufacturing new orders index::none,2007-02-01,17:00,52.20,,51.40
USD::ism non - manufacturing business activity::none,2007-02-01,17:00,58.30,,56.10
USD::ism non - manufacturing new orders::none,2007-02-01,17:00,55.60,,54.80
USD::ism - new york index::none,2007-02-01,17:00,430.00,,428.40
USD::jobless claims 4 - week avg.::none,2007-02-01,17:00,321.87K,,324.56K
USD::kc fed composite index::none,2007-02-01,17:00,8.00,,10.00
USD::kc fed manufacturing index::none,2007-02-01,17:00,8.00,,8.00
USD::mba 30 - year mortgage rate::none,2007-02-01,17:00,6.21%,,6.11%
USD::mba purchase index::none,2007-02-01,17:00,427.40,,424.46
USD::manufacturing payrolls::none,2007-02-01,17:00,-7.00K,,-26.00K
USD::manufacturing production::m/m,2007-02-01,17:00,-0.50%,,1.50%
USD::michigan current conditions::none,2007-02-01,17:00,111.30,,108.20
USD::midwest manufacturing::none,2007-02-01,17:00,97.60,,98.80
USD::mortgage market index::none,2007-02-01,17:00,643.21,,626.12
USD::mortgage refinance index::none,2007-02-01,17:00,"1,940.20",,"1,884.80"
USD::nahb housing market index::none,2007-02-01,17:00,35.00,,33.00
USD::nfib small business optimism::none,2007-02-01,17:00,98.90,,96.50
USD::natural gas storage::none,2007-02-01,17:00,-138.57B,,-79.57B
USD::overall net capital flow::none,2007-02-01,17:00,90.60B,,-14.70B
USD::pending home sales index::none,2007-02-01,17:00,107.10,,112.20
USD::personal income::m/m,2007-02-01,17:00,0.60%,,0.80%
USD::philly fed business conditions::none,2007-02-01,17:00,24.00,,16.40
USD::philly fed capex index::none,2007-02-01,17:00,21.00,,6.40
USD::philly fed new orders::none,2007-02-01,17:00,3.90,,-1.80
USD::philly fed prices paid::none,2007-02-01,17:00,16.00,,23.90
USD::real earnings::m/m,2007-02-01,17:00,-0.60%,,0.50%
USD::real personal consumption::m/m,2007-02-01,17:00,0.10%,,0.50%
USD::redbook::m/m,2007-02-01,17:00,1.61%,,-1.59%
USD::redbook::y/y,2007-02-01,17:00,2.80%,,2.83%
USD::retail sales ex gas/autos::m/m,2007-02-01,17:00,0.00%,,1.60%
USD::richmond manufacturing index::none,2007-02-01,17:00,-8.00,,-2.00
USD::richmond manufacturing shipments::none,2007-02-01,17:00,-8.00,,2.00
USD::richmond services index::none,2007-02-01,17:00,0.00,,7.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-02-01,17:00,0.10%,,-0.10%
USD::tic net long - term transactions including swaps::none,2007-02-01,17:00,92.40B,,-4.40B
USD::texas services sector outlook::none,2007-02-01,17:00,20.80,,
"USD::us foreign buying, t - bonds::none",2007-02-01,17:00,16.10B,,10.40B
USD::wholesale inventories::m/m,2007-02-01,17:00,0.30%,,-0.40%
USD::5 - year note auction::none,2007-02-01,17:00,4.75%,,4.63%
