Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2007-03-01,Thursday,17:00,USD,Medium,New Home Sales (MoM)  (Feb),-7.10%,,-10.70%
2007-03-01,Thursday,17:00,CAD,Medium,New Housing Price Index (MoM)  (Feb),0.40%,,0.40%
2007-03-01,Thursday,17:00,USD,Low,Overall Net Capital Flow  (Feb),94.80B,,90.60B
2007-03-01,Thursday,17:00,GBP,Medium,PPI Input (MoM)  (Feb),1.20%,,-3.30%
2007-03-01,Thursday,17:00,GBP,Low,PPI Input (YoY)  (Feb),-2.10%,,-3.70%
2007-03-01,Thursday,17:00,GBP,Low,PPI Output (MoM)  (Feb),0.20%,,0.20%
2007-03-01,Thursday,17:00,GBP,Low,PPI Output (YoY)  (Feb),1.50%,,1.20%
2007-03-01,Thursday,17:00,CAD,Low,Part Time Employment Change  (Feb),-7.30K,,32.10K
2007-03-01,Thursday,17:00,CAD,Low,Participation Rate  (Feb),67.40%,,67.40%
2007-03-01,Thursday,17:00,USD,Medium,Pending Home Sales (MoM)  (Feb),0.70%,,-4.50%
2007-03-01,Thursday,17:00,USD,Low,Pending Home Sales Index  (Feb),107.90,,107.10
2007-03-01,Thursday,17:00,USD,Low,Personal Income (MoM)  (Feb),0.70%,,0.60%
2007-03-01,Thursday,17:00,USD,Medium,Personal Spending (MoM)  (Feb),0.40%,,0.40%
2007-03-01,Thursday,17:00,USD,High,Philadelphia Fed Manufacturing Index  (Feb),3.50,,7.50
2007-03-01,Thursday,17:00,USD,Low,Philly Fed Business Conditions  (Feb),22.80,,24.00
2007-03-01,Thursday,17:00,USD,Low,Philly Fed CAPEX Index  (Feb),20.90,,21.00
2007-03-01,Thursday,17:00,USD,Medium,Philly Fed Employment  (Feb),2.60,,7.80
2007-03-01,Thursday,17:00,USD,Low,Philly Fed New Orders  (Feb),3.00,,3.90
2007-03-01,Thursday,17:00,USD,Low,Philly Fed Prices Paid  (Feb),21.80,,16.00
2007-03-01,Thursday,17:00,USD,Medium,Private Nonfarm Payrolls  (Feb),52.00K,,230.00K
2007-03-01,Thursday,17:00,GBP,Low,Public Sector Net Borrowing  (Feb),0.59B,,-10.44B
2007-03-01,Thursday,17:00,GBP,Low,Public Sector Net Cash Requirement  (Feb),1.93B,,-20.97B
2007-03-01,Thursday,17:00,CAD,Medium,RMPI (MoM)  (Feb),3.30%,,-2.80%
2007-03-01,Thursday,17:00,CAD,Low,RMPI (YoY)  (Feb),10.10%,,3.30%
2007-03-01,Thursday,17:00,GBP,Low,RPI (MoM)  (Feb),0.70%,,-0.50%
2007-03-01,Thursday,17:00,GBP,Low,RPI (YoY)  (Feb),4.60%,,4.20%
2007-03-01,Thursday,17:00,USD,Low,Real Earnings (MoM)  (Feb),0.00%,,-0.60%
2007-03-01,Thursday,17:00,USD,Low,Real Personal Consumption (MoM)  (Feb),0.10%,,0.10%
2007-03-01,Thursday,17:00,USD,Low,Redbook (MoM)  (Feb),-0.95%,,1.61%
2007-03-01,Thursday,17:00,USD,Low,Redbook (YoY)  (Feb),2.87%,,2.80%
2007-03-01,Thursday,17:00,USD,Medium,Retail Control (MoM)  (Feb),0.00%,,0.20%
2007-03-01,Thursday,17:00,CAD,Medium,Retail Sales (MoM)  (Feb),0.70%,,-0.90%
2007-03-01,Thursday,17:00,GBP,Medium,Retail Sales (MoM)  (Feb),1.00%,,-0.30%
2007-03-01,Thursday,17:00,USD,High,Retail Sales (MoM)  (Feb),0.20%,,-0.40%
2007-03-01,Thursday,17:00,GBP,Medium,Retail Sales (YoY)  (Feb),3.40%,,2.20%
2007-03-01,Thursday,17:00,USD,Low,Retail Sales Ex Gas/Autos (MoM)  (Feb),-0.20%,,0.00%
2007-03-01,Thursday,17:00,USD,Low,Richmond Manufacturing Index  (Feb),-2.00,,-8.00
2007-03-01,Thursday,17:00,USD,Low,Richmond Manufacturing Shipments  (Feb),-4.00,,-8.00
2007-03-01,Thursday,17:00,USD,Low,Richmond Services Index  (Feb),11.00,,0.00
2007-03-01,Thursday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Feb),-0.40%,,-0.50%
2007-03-01,Thursday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Feb),-0.80%,,-0.10%
2007-03-01,Thursday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (Feb),0.20%,,0.10%
2007-03-01,Thursday,17:00,USD,Medium,TIC Net Long-Term Transactions  (Feb),66.50B,,111.40B
2007-03-01,Thursday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (Feb),45.80B,,92.40B
2007-03-01,Thursday,17:00,USD,Low,Texas Services Sector Outlook  (Feb),23.10,,20.80
2007-03-01,Thursday,17:00,USD,Medium,Trade Balance  (Feb),-58.50B,,-57.70B
2007-03-01,Thursday,17:00,MXN,Low,Trade Balance  (Feb),-0.40B,,-1.68B
2007-03-01,Thursday,17:00,GBP,Medium,Trade Balance  (Feb),-7.53B,,-7.41B
2007-03-01,Thursday,17:00,CAD,Medium,Trade Balance  (Feb),4.04B,,4.65B
2007-03-01,Thursday,17:00,MXN,Low,Trade Balance (USD)  (Feb),-0.79B,,-1.30B
2007-03-01,Thursday,17:00,GBP,Medium,Trade Balance Non-EU  (Feb),-3.96B,,-4.08B
2007-03-01,Thursday,17:00,USD,Low,"US Foreign Buying, T-bonds  (Feb)",17.70B,,16.10B
2007-03-01,Thursday,17:00,MXN,Low,Unemployment Rate  (Feb),3.77%,,3.74%
2007-03-01,Thursday,17:00,GBP,Medium,Unemployment Rate  (Feb),5.50%,,5.50%
2007-03-01,Thursday,17:00,CAD,Medium,Unemployment Rate  (Feb),6.20%,,6.20%
2007-03-01,Thursday,17:00,MXN,Low,Unemployment Rate n.s.a.  (Feb),4.05%,,4.05%
2007-03-01,Thursday,17:00,USD,Low,Wholesale Inventories (MoM)  (Feb),0.40%,,0.30%
2007-03-01,Thursday,17:00,CAD,Medium,Wholesale Sales (MoM)  (Feb),2.70%,,-1.70%
2007-03-03,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,290,,278
2007-03-03,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,26.0k,,7.9k
2007-03-08,Thursday,04:30,USD,Medium,Fed's Balance Sheet,864.51B,,877.41B
2007-03-09,Friday,20:30,USD,High,Nonfarm Payrolls  (Feb),97K,,111K
2007-03-10,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,287,,290
2007-03-10,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,36.3k,,26.0k
2007-03-15,Thursday,04:30,USD,Medium,Fed's Balance Sheet,876.11B,,864.51B
2007-03-15,Thursday,23:00,ILS,Low,CPI (YoY)  (Feb),-0.8%,,0.1%
2007-03-16,Friday,20:30,USD,High,CPI (MoM)  (Feb),0.4%,,0.2%
2007-03-16,Friday,20:30,USD,High,CPI (YoY)  (Feb),2.4%,,2.1%
2007-03-16,Friday,20:30,USD,High,Core CPI (MoM)  (Feb),0.3%,,0.2%
2007-03-16,Friday,20:30,USD,Medium,Core CPI (YoY)  (Feb),2.7%,,2.7%
2007-03-17,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,282,,287
2007-03-17,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,37.1k,,36.3k
2007-03-22,Thursday,04:30,USD,Medium,Fed's Balance Sheet,863.07B,,876.11B
2007-03-22,Thursday,23:00,USD,Medium,US Leading Index (MoM)  (Feb),-0.5%,-0.3%,-0.3%
2007-03-24,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,281,,282
2007-03-24,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,44.4k,,37.1k
2007-03-27,Tuesday,17:00,EUR,Medium,German Ifo Business Climate Index,107.7,106.5,107
2007-03-29,Thursday,04:30,USD,Medium,Fed's Balance Sheet,869.80B,,863.07B
2007-03-31,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,271,,281
2007-03-31,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,40.2k,,44.4k
2007-04-01,Sunday,17:00,USD,High,10-Year Note Auction  (Mar),4.63%,,4.63%
2007-04-01,Sunday,17:00,USD,Medium,5-Year Note Auction  (Mar),4.50%,,4.63%
2007-04-01,Sunday,17:00,USD,Low,All Car Sales  (Mar),7.50M,,7.64M
2007-04-01,Sunday,17:00,USD,Low,All Truck Sales  (Mar),8.52M,,9.07M
2007-04-01,Sunday,17:00,GBP,Medium,Average Earnings Index +Bonus  (Mar),6.20%,,6.60%
2007-04-01,Sunday,17:00,GBP,Low,Average Earnings ex Bonus  (Mar),3.90%,,3.90%
2007-04-01,Sunday,17:00,USD,High,Average Hourly Earnings (MoM)  (Mar),0.40%,,0.40%
2007-04-01,Sunday,17:00,USD,Low,Average Weekly Hours  (Mar),34.60,,34.50
2007-04-01,Sunday,17:00,GBP,Medium,BRC Retail Sales Monitor (YoY)  (Mar),3.90%,,3.30%
2007-04-01,Sunday,17:00,CAD,High,BoC Interest Rate Decision  (Mar),4.25%,,4.25%
2007-04-01,Sunday,17:00,GBP,Low,BoE Consumer Credit  (Mar),0.39B,,0.41B
2007-04-01,Sunday,17:00,GBP,High,BoE Interest Rate Decision  (Mar),5.25%,,5.25%
2007-04-01,Sunday,17:00,CAD,Low,Budget Balance  (Mar),-2.43B,,4.69B
2007-04-01,Sunday,17:00,CAD,Low,Budget Balance (YoY)  (Mar),12.86B,,15.29B
2007-04-01,Sunday,17:00,CAD,Medium,Building Permits (MoM)  (Mar),24.40%,,-20.50%
2007-04-01,Sunday,17:00,USD,Medium,Business Inventories (MoM)  (Mar),0.20%,,0.40%
2007-04-01,Sunday,17:00,USD,High,CB Consumer Confidence  (Mar),108.20,,111.20
2007-04-01,Sunday,17:00,USD,Low,CB Employment Trends Index  (Mar),128.50,,128.10
2007-04-01,Sunday,17:00,GBP,Low,CBI Distributive Trades Survey  (Mar),32.00,,19.00
2007-04-01,Sunday,17:00,GBP,Low,CBI Industrial Trends Orders  (Mar),8.00,,4.00
2007-04-01,Sunday,17:00,CAD,Medium,CPI (MoM)  (Mar),0.80%,,0.70%
2007-04-01,Sunday,17:00,MXN,Medium,CPI (MoM)  (Mar),0.22%,,0.28%
2007-04-01,Sunday,17:00,GBP,Medium,CPI (MoM)  (Mar),0.50%,,0.40%
2007-04-01,Sunday,17:00,CAD,Low,CPI (YoY)  (Mar),2.30%,,2.00%
2007-04-01,Sunday,17:00,GBP,High,CPI (YoY)  (Mar),3.10%,,2.80%
2007-04-01,Sunday,17:00,MXN,Medium,CPI (YoY)  (Mar),4.21%,,4.11%
2007-04-01,Sunday,17:00,USD,Low,"CPI Index, n.s.a.  (Mar)",205.35,,203.50
2007-04-01,Sunday,17:00,USD,Low,Capacity Utilization Rate  (Mar),80.40%,,80.40%
2007-04-01,Sunday,17:00,USD,Low,Chain Store Sales (MoM)  (Mar),5.90%,,2.50%
2007-04-01,Sunday,17:00,USD,Low,Chain Store Sales (WoW)  (Mar),0.33%,,-0.11%
2007-04-01,Sunday,17:00,USD,Low,Chain Store Sales (YoY)  (Mar),3.39%,,3.06%
2007-04-01,Sunday,17:00,USD,Low,Challenger Job Cuts  (Mar),49.00K,,84.01K
2007-04-01,Sunday,17:00,USD,Low,Chicago Fed National Activity  (Mar),0.20,,0.27
2007-04-01,Sunday,17:00,USD,High,Chicago PMI  (Mar),58.60,,51.20
2007-04-01,Sunday,17:00,GBP,Medium,Claimant Count Change  (Mar),-14.70K,,-14.10K
2007-04-01,Sunday,17:00,USD,Low,Cleveland CPI (MoM)  (Mar),0.20%,,0.40%
2007-04-01,Sunday,17:00,USD,Medium,Construction Spending (MoM)  (Mar),1.00%,,0.50%
2007-04-01,Sunday,17:00,SEK,Low,Consumer Confidence  (Mar),108.00,,109.90
2007-04-01,Sunday,17:00,MXN,Low,Consumer Confidence  (Mar),105.50,,105.20
2007-04-01,Sunday,17:00,MXN,Low,Consumer Confidence n.s.a.  (Mar),106.50,,103.60
2007-04-01,Sunday,17:00,USD,Medium,Consumer Credit  (Mar),13.38B,,12.08B
2007-04-01,Sunday,17:00,USD,Medium,Continuing Jobless Claims  (Mar),"2,510.55K",,"2,570.15K"
2007-04-01,Sunday,17:00,MXN,Low,Core CPI (MoM)  (Mar),0.29%,,0.38%
2007-04-01,Sunday,17:00,CAD,Medium,Core CPI (MoM)  (Mar),0.40%,,0.50%
2007-04-01,Sunday,17:00,CAD,Medium,Core CPI (YoY)  (Mar),2.30%,,2.30%
2007-04-01,Sunday,17:00,USD,Low,Core CPI Index  (Mar),209.42,,209.14
2007-04-01,Sunday,17:00,USD,High,Core PCE Price Index (MoM)  (Mar),0.10%,,0.20%
2007-04-01,Sunday,17:00,USD,High,Core PCE Price Index (YoY)  (Mar),2.30%,,2.40%
2007-04-01,Sunday,17:00,GBP,Low,Core PPI Output (MoM)  (Mar),0.20%,,0.30%
2007-04-01,Sunday,17:00,GBP,Low,Core PPI Output (YoY)  (Mar),1.50%,,1.40%
2007-04-01,Sunday,17:00,GBP,Low,Core RPI (MoM)  (Mar),0.60%,,0.50%
2007-04-01,Sunday,17:00,GBP,Low,Core RPI (YoY)  (Mar),3.90%,,3.70%
2007-04-01,Sunday,17:00,USD,High,Core Retail Sales (MoM)  (Mar),1.20%,,0.10%
2007-04-01,Sunday,17:00,GBP,Medium,Core Retail Sales (MoM)  (Mar),0.80%,,1.20%
2007-04-01,Sunday,17:00,CAD,Medium,Core Retail Sales (MoM)  (Mar),0.80%,,1.10%
2007-04-01,Sunday,17:00,GBP,Medium,Core Retail Sales (YoY)  (Mar),3.60%,,3.50%
2007-04-01,Sunday,17:00,USD,High,Crude Oil Inventories  (Mar),1.51M,,0.36M
2007-04-01,Sunday,17:00,USD,Low,Dallas Fed Mfg Business Index  (Mar),5.40,,23.00
2007-04-01,Sunday,17:00,USD,Low,Dallas Fed PCE  (Mar),2.00%,,3.60%
2007-04-01,Sunday,17:00,USD,Low,Dallas Fed Services Revenues  (Mar),27.20,,24.20
2007-04-01,Sunday,17:00,USD,Low,Domestic Truck Sales  (Mar),7.14M,,7.68M
2007-04-01,Sunday,17:00,USD,Low,Durables Excluding Defense (MoM)  (Mar),5.20%,,1.00%
2007-04-01,Sunday,17:00,USD,Low,EIA Weekly Distillates Stocks  (Mar),-1.31M,,-3.52M
2007-04-01,Sunday,17:00,MXN,Low,Economic Activity (MoM)  (Mar),0.68%,,0.18%
2007-04-01,Sunday,17:00,MXN,Low,Economic Activity (YoY)  (Mar),2.83%,,2.89%
2007-04-01,Sunday,17:00,CAD,Medium,Employment Change  (Mar),48.10K,,21.10K
2007-04-01,Sunday,17:00,USD,High,Existing Home Sales  (Mar),5.46M,,5.79M
2007-04-01,Sunday,17:00,USD,Medium,Existing Home Sales (MoM)  (Mar),-5.70%,,0.90%
2007-04-01,Sunday,17:00,USD,Medium,Export Price Index (MoM)  (Mar),0.70%,,0.80%
2007-04-01,Sunday,17:00,CAD,Low,Exports  (Mar),40.41B,,38.94B
2007-04-01,Sunday,17:00,USD,Medium,Factory Orders (MoM)  (Mar),2.60%,,1.90%
2007-04-01,Sunday,17:00,USD,Low,Factory orders ex transportation (MoM)  (Mar),1.10%,,1.90%
2007-04-01,Sunday,17:00,USD,Medium,Federal Budget Balance  (Mar),-96.30B,,-120.00B
2007-04-01,Sunday,17:00,MXN,Low,Fiscal Balance  (Mar),22.27B,,28.64B
2007-04-01,Sunday,17:00,CAD,Medium,Foreign Securities Purchases  (Mar),5.20B,,5.81B
2007-04-01,Sunday,17:00,CAD,Low,Foreign Securities Purchases by Canadians  (Mar),11.19B,,6.93B
2007-04-01,Sunday,17:00,CAD,Low,Full Employment Change  (Mar),30.90K,,28.40K
2007-04-01,Sunday,17:00,CAD,Medium,GDP (MoM)  (Mar),0.20%,,0.50%
2007-04-01,Sunday,17:00,USD,Low,Gasoline Inventories  (Mar),-2.89M,,-2.06M
2007-04-01,Sunday,17:00,GBP,Low,GfK Consumer Confidence  (Mar),-8.00,,-8.00
2007-04-01,Sunday,17:00,USD,Low,Government Payrolls  (Mar),18.00K,,36.00K
2007-04-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (MoM)  (Mar),0.94%,,1.09%
2007-04-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (YoY)  (Mar),2.08%,,7.00%
2007-04-01,Sunday,17:00,GBP,Medium,Halifax House Price Index (MoM)  (Mar),1.00%,,1.40%
2007-04-01,Sunday,17:00,GBP,Medium,Halifax House Price Index (YoY)  (Mar),11.10%,,9.90%
2007-04-01,Sunday,17:00,USD,Low,House Price Index  (Mar),227.00,,225.80
2007-04-01,Sunday,17:00,USD,Low,House Price Index (MoM)  (Mar),0.50%,,-0.10%
2007-04-01,Sunday,17:00,USD,Low,House Price Index (YoY)  (Mar),2.10%,,2.00%
2007-04-01,Sunday,17:00,USD,Medium,Housing Starts  (Mar),1.50M,,1.48M
2007-04-01,Sunday,17:00,CAD,Medium,Housing Starts  (Mar),219.50K,,195.20K
2007-04-01,Sunday,17:00,USD,Medium,Housing Starts (MoM)  (Mar),1.00%,,5.00%
2007-04-01,Sunday,17:00,CAD,Low,IPPI (MoM)  (Mar),1.30%,,0.90%
2007-04-01,Sunday,17:00,CAD,Low,IPPI (YoY)  (Mar),4.70%,,4.30%
2007-04-01,Sunday,17:00,USD,Medium,ISM Manufacturing Employment  (Mar),49.90,,50.90
2007-04-01,Sunday,17:00,USD,Low,ISM Manufacturing New Orders Index  (Mar),50.20,,55.10
2007-04-01,Sunday,17:00,USD,High,ISM Manufacturing PMI  (Mar),50.70,,51.90
2007-04-01,Sunday,17:00,USD,High,ISM Manufacturing Prices  (Mar),65.50,,59.00
2007-04-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing Business Activity  (Mar),52.80,,56.00
2007-04-01,Sunday,17:00,USD,Medium,ISM Non-Manufacturing Employment  (Mar),51.90,,52.70
2007-04-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing New Orders  (Mar),53.20,,55.70
2007-04-01,Sunday,17:00,USD,High,ISM Non-Manufacturing PMI  (Mar),52.00,,54.20
2007-04-01,Sunday,17:00,USD,High,ISM Non-Manufacturing Prices  (Mar),61.90,,54.70
2007-04-01,Sunday,17:00,USD,Low,ISM-New York Index  (Mar),430.70,,430.80
2007-04-01,Sunday,17:00,USD,Medium,Import Price Index (MoM)  (Mar),1.60%,,0.40%
2007-04-01,Sunday,17:00,CAD,Low,Imports  (Mar),35.97B,,34.90B
2007-04-01,Sunday,17:00,USD,Medium,Industrial Production (MoM)  (Mar),0.10%,,1.10%
2007-04-01,Sunday,17:00,MXN,Low,Industrial Production (MoM)  (Mar),1.28%,,0.60%
2007-04-01,Sunday,17:00,GBP,Medium,Industrial Production (MoM)  (Mar),0.10%,,-0.60%
2007-04-01,Sunday,17:00,MXN,Low,Industrial Production (YoY)  (Mar),1.68%,,2.30%
2007-04-01,Sunday,17:00,GBP,Low,Industrial Production (YoY)  (Mar),0.00%,,0.20%
2007-04-01,Sunday,17:00,USD,High,Initial Jobless Claims  (Mar),307.95K,,324.25K
2007-04-01,Sunday,17:00,MXN,Medium,Interest Rate Decision  (Mar),7.00%,,7.00%
2007-04-01,Sunday,17:00,CAD,Low,Ivey PMI n.s.a  (Mar),67.30,,60.50
2007-04-01,Sunday,17:00,USD,High,JOLTS Job Openings  (Mar),4.66M,,4.48M
2007-04-01,Sunday,17:00,USD,Low,Jobless Claims 4-Week Avg.  (Mar),313.49K,,321.20K
2007-04-01,Sunday,17:00,USD,Low,KC Fed Composite Index  (Mar),10.00,,15.00
2007-04-01,Sunday,17:00,USD,Low,KC Fed Manufacturing Index  (Mar),12.00,,20.00
2007-04-01,Sunday,17:00,GBP,Low,M4 Money Supply (MoM)  (Mar),1.40%,,0.80%
2007-04-01,Sunday,17:00,USD,Low,MBA 30-Year Mortgage Rate  (Mar),6.06%,,6.18%
2007-04-01,Sunday,17:00,USD,Low,MBA Purchase Index  (Mar),409.32,,397.12
2007-04-01,Sunday,17:00,USD,Low,Manufacturing Payrolls  (Mar),-27.00K,,-11.00K
2007-04-01,Sunday,17:00,USD,Low,Manufacturing Production (MoM)  (Mar),0.80%,,0.40%
2007-04-01,Sunday,17:00,GBP,Medium,Manufacturing Production (MoM)  (Mar),0.20%,,-1.70%
2007-04-01,Sunday,17:00,GBP,Low,Manufacturing Production (YoY)  (Mar),1.00%,,1.30%
2007-04-01,Sunday,17:00,CAD,Low,Manufacturing Sales (MoM)  (Mar),2.40%,,-0.30%
2007-04-01,Sunday,17:00,USD,Medium,Michigan 1-Year Inflation Expectations  (Mar),3.00%,,3.00%
2007-04-01,Sunday,17:00,USD,Medium,Michigan 5-Year Inflation Expectations  (Mar),2.90%,,2.90%
2007-04-01,Sunday,17:00,USD,Medium,Michigan Consumer Expectations  (Mar),79.30,,81.50
2007-04-01,Sunday,17:00,USD,Medium,Michigan Consumer Sentiment  (Mar),88.40,,93.30
2007-04-01,Sunday,17:00,USD,Low,Michigan Current Conditions  (Mar),103.50,,108.30
2007-04-01,Sunday,17:00,USD,Low,Midwest Manufacturing  (Mar),99.80,,98.60
2007-04-01,Sunday,17:00,GBP,Low,Mortgage Approvals  (Mar),113.61K,,117.06K
2007-04-01,Sunday,17:00,GBP,Low,Mortgage Lending  (Mar),8.97B,,8.97B
2007-04-01,Sunday,17:00,USD,Low,Mortgage Market Index  (Mar),670.85,,631.88
2007-04-01,Sunday,17:00,USD,Low,Mortgage Refinance Index  (Mar),"2,206.93",,"2,003.55"
2007-04-01,Sunday,17:00,USD,Low,NAHB Housing Market Index  (Mar),36.00,,39.00
2007-04-01,Sunday,17:00,USD,Low,NFIB Small Business Optimism  (Mar),97.30,,98.20
2007-04-01,Sunday,17:00,USD,Medium,NY Empire State Manufacturing Index  (Mar),13.42,,24.41
2007-04-01,Sunday,17:00,GBP,Medium,Nationwide HPI (MoM)  (Mar),0.40%,,0.90%
2007-04-01,Sunday,17:00,GBP,Medium,Nationwide HPI (YoY)  (Mar),9.30%,,10.20%
2007-04-01,Sunday,17:00,USD,Low,Natural Gas Storage  (Mar),-23.36B,,-191.20B
2007-04-01,Sunday,17:00,USD,High,New Home Sales  (Mar),833.00K,,828.00K
2007-04-01,Sunday,17:00,USD,Medium,New Home Sales (MoM)  (Mar),0.60%,,-7.10%
2007-04-01,Sunday,17:00,CAD,Medium,New Housing Price Index (MoM)  (Mar),0.40%,,0.40%
2007-04-01,Sunday,17:00,USD,Low,Overall Net Capital Flow  (Mar),49.30B,,94.80B
2007-04-01,Sunday,17:00,GBP,Medium,PPI Input (MoM)  (Mar),2.40%,,1.20%
2007-04-01,Sunday,17:00,GBP,Low,PPI Input (YoY)  (Mar),-0.40%,,-2.10%
2007-04-01,Sunday,17:00,GBP,Low,PPI Output (MoM)  (Mar),0.60%,,0.20%
2007-04-01,Sunday,17:00,GBP,Low,PPI Output (YoY)  (Mar),1.80%,,1.50%
2007-04-01,Sunday,17:00,CAD,Low,Part Time Employment Change  (Mar),17.20K,,-7.30K
2007-04-01,Sunday,17:00,CAD,Low,Participation Rate  (Mar),67.50%,,67.40%
2007-04-01,Sunday,17:00,USD,Medium,Pending Home Sales (MoM)  (Mar),-3.10%,,0.70%
2007-04-01,Sunday,17:00,USD,Low,Pending Home Sales Index  (Mar),104.60,,107.90
2007-04-01,Sunday,17:00,USD,Low,Personal Income (MoM)  (Mar),0.70%,,0.70%
2007-04-01,Sunday,17:00,USD,Medium,Personal Spending (MoM)  (Mar),0.40%,,0.40%
2007-04-01,Sunday,17:00,USD,High,Philadelphia Fed Manufacturing Index  (Mar),2.80,,3.50
2007-04-01,Sunday,17:00,USD,Low,Philly Fed Business Conditions  (Mar),22.90,,22.80
2007-04-01,Sunday,17:00,USD,Low,Philly Fed CAPEX Index  (Mar),26.80,,20.90
2007-04-01,Sunday,17:00,USD,Medium,Philly Fed Employment  (Mar),6.50,,2.60
2007-04-01,Sunday,17:00,USD,Low,Philly Fed New Orders  (Mar),4.10,,3.00
2007-04-01,Sunday,17:00,USD,Low,Philly Fed Prices Paid  (Mar),26.00,,21.80
2007-04-01,Sunday,17:00,USD,Medium,Private Nonfarm Payrolls  (Mar),170.00K,,52.00K
2007-04-01,Sunday,17:00,GBP,Low,Public Sector Net Borrowing  (Mar),8.87B,,0.59B
2007-04-01,Sunday,17:00,GBP,Low,Public Sector Net Cash Requirement  (Mar),17.35B,,1.93B
2007-04-01,Sunday,17:00,CAD,Medium,RMPI (MoM)  (Mar),2.30%,,3.30%
2007-04-01,Sunday,17:00,CAD,Low,RMPI (YoY)  (Mar),11.40%,,10.10%
2007-04-01,Sunday,17:00,GBP,Low,RPI (MoM)  (Mar),0.60%,,0.70%
2007-04-01,Sunday,17:00,GBP,Low,RPI (YoY)  (Mar),4.80%,,4.60%
2007-04-01,Sunday,17:00,USD,Low,Real Earnings (MoM)  (Mar),0.20%,,0.00%
2007-04-01,Sunday,17:00,USD,Low,Real Personal Consumption (MoM)  (Mar),0.10%,,0.10%
2007-04-01,Sunday,17:00,USD,Low,Redbook (MoM)  (Mar),0.42%,,-0.95%
2007-04-01,Sunday,17:00,USD,Low,Redbook (YoY)  (Mar),3.99%,,2.87%
2007-04-01,Sunday,17:00,USD,Medium,Retail Control (MoM)  (Mar),0.90%,,0.00%
2007-04-01,Sunday,17:00,USD,High,Retail Sales (MoM)  (Mar),1.00%,,0.20%
2007-04-01,Sunday,17:00,GBP,Medium,Retail Sales (MoM)  (Mar),1.00%,,1.00%
2007-04-01,Sunday,17:00,CAD,Medium,Retail Sales (MoM)  (Mar),1.30%,,0.70%
2007-04-01,Sunday,17:00,GBP,Medium,Retail Sales (YoY)  (Mar),3.60%,,3.40%
2007-04-01,Sunday,17:00,USD,Low,Retail Sales Ex Gas/Autos (MoM)  (Mar),1.00%,,-0.20%
2007-04-01,Sunday,17:00,USD,Low,Richmond Manufacturing Index  (Mar),-10.00,,-2.00
2007-04-01,Sunday,17:00,USD,Low,Richmond Manufacturing Shipments  (Mar),-13.00,,-4.00
2007-04-01,Sunday,17:00,USD,Low,Richmond Services Index  (Mar),6.00,,11.00
2007-04-01,Sunday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Mar),-0.30%,,-0.40%
2007-04-01,Sunday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Mar),-1.30%,,-0.80%
2007-04-01,Sunday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (Mar),0.10%,,0.20%
2007-04-01,Sunday,17:00,USD,Medium,TIC Net Long-Term Transactions  (Mar),59.10B,,66.50B
2007-04-01,Sunday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (Mar),41.30B,,45.80B
2007-04-01,Sunday,17:00,USD,Low,Texas Services Sector Outlook  (Mar),14.40,,23.10
2007-04-01,Sunday,17:00,USD,Medium,Trade Balance  (Mar),-61.80B,,-58.50B
2007-04-01,Sunday,17:00,MXN,Low,Trade Balance  (Mar),-0.38B,,-0.40B
2007-04-01,Sunday,17:00,GBP,Medium,Trade Balance  (Mar),-7.32B,,-7.53B
2007-04-01,Sunday,17:00,CAD,Medium,Trade Balance  (Mar),4.44B,,4.04B
2007-04-01,Sunday,17:00,MXN,Low,Trade Balance (USD)  (Mar),-0.70B,,-0.79B
2007-04-01,Sunday,17:00,GBP,Medium,Trade Balance Non-EU  (Mar),-3.49B,,-3.96B
2007-04-01,Sunday,17:00,USD,Low,"US Foreign Buying, T-bonds  (Mar)",31.10B,,17.70B
2007-04-01,Sunday,17:00,MXN,Low,Unemployment Rate  (Mar),3.74%,,3.77%
